order_id,customer_id,order_date,status,region_code
51,,2025-08-01 21:45:20,DELIVERED,WEST
52,10,2026-06-07 07:22:30,DELIVERED,SOUTH
53,92,2026-07-15 14:20:20,PLACED,CENTRAL
54,62,2025-01-24 02:29:42,DELIVERED,NORTH
55,239,2025-11-20 12:56:37,CANCELLED,WEST
56,22,2025-12-07 09:27:07,DELIVERED,EAST
57,497,2025-08-30 19:45:23,DELIVERED,WEST
58,192,2025-10-14 19:41:51,DELIVERED,EAST
59,568,2025-01-25 19:46:07,DELIVERED,EAST
60,,2026-01-08 19:46:06,DELIVERED,NORTH
61,373,2025-06-04 22:36:29,DELIVERED,NORTH
62,552,2025-03-20 22:50:46,DELIVERED,WEST
63,158,2025-10-13 03:24:04,DELIVERED,EAST
64,536,2024-08-06 00:08:04,CANCELLED,SOUTH
65,33,2026-06-22 23:54:57,SHIPPED,NORTH
66,398,2025-07-01 14:04:48,PLACED,SOUTH
67,,2025-04-19 06:19:12,DELIVERED,NORTH
68,63,2026-03-07 03:51:33,CANCELLED,NORTH
69,273,2024-09-16 08:15:34,CANCELLED,NORTH
70,532,2025-05-23 20:58:31,DELIVERED,SOUTH
71,255,2025-03-03 21:47:48,DELIVERED,CENTRAL
72,109,2025-12-07 01:50:29,DELIVERED,WEST
73,171,2026-02-12 19:08:11,DELIVERED,SOUTH
74,454,2025-10-01 13:49:47,DELIVERED,EAST
75,423,2026-03-29 21:29:12,CANCELLED,EAST
76,577,2026-01-02 15:21:53,DELIVERED,EAST
77,464,2026-02-05 20:36:33,PLACED,NORTH
78,17,2025-09-10 21:28:21,PLACED,SOUTH
79,,2025-08-01 16:25:39,RETURNED,CENTRAL
80,586,2024-07-27 14:54:40,DELIVERED,SOUTH
81,376,2025-06-22 03:20:26,SHIPPED,EAST
82,410,2025-05-02 18:38:57,DELIVERED,EAST
83,178,25-10-2024,DELIVERED,EAST
84,591,2024-08-24 20:56:58,RETURNED,EAST
85,445,2024-12-03 06:04:35,CANCELLED,SOUTH
86,12,14-01-2026,PLACED,CENTRAL
87,553,2025-10-19 17:09:58,DELIVERED,SOUTH
88,403,2024-10-16 22:32:09,SHIPPED,EAST
89,152,2024-10-05 05:30:17,DELIVERED,NORTH
90,269,2026-07-18 13:19:18,DELIVERED,SOUTH
91,493,2026-06-26 20:46:48,DELIVERED,CENTRAL
92,537,2024-09-18 07:04:52,DELIVERED,WEST
93,590,2026-03-03 11:27:23,DELIVERED,EAST
94,353,2024-07-06 14:29:45,DELIVERED,SOUTH
95,453,2026-04-14 05:40:00,PLACED,SOUTH
96,383,2024-10-10 07:23:39,SHIPPED,NORTH
97,152,2025-08-19 21:40:39,PLACED,NORTH
98,,2025-04-19 16:26:25,DELIVERED,SOUTH
99,536,2026-06-19 08:31:36,DELIVERED,SOUTH
100,19,2024-08-05 13:07:36,DELIVERED,NORTH
101,278,2024-06-11 22:43:14,PLACED,EAST
102,369,2024-06-28 15:17:29,DELIVERED,WEST
103,390,2024-10-31 17:29:43,RETURNED,WEST
104,545,2025-04-03 22:36:17,DELIVERED,WEST
105,,2025-09-15 16:31:19,DELIVERED,WEST
106,19,2025-11-27 16:16:14,DELIVERED,EAST
107,514,2024-09-03 07:53:20,DELIVERED,WEST
108,31,2025-08-08 06:23:01,SHIPPED,EAST
109,141,2026-01-13 17:42:51,DELIVERED,CENTRAL
110,233,2025-01-22 06:54:04,DELIVERED,EAST
111,338,2024-12-20 16:49:16,SHIPPED,SOUTH
112,208,2025-09-22 00:17:42,DELIVERED,CENTRAL
113,441,2025-01-10 11:40:24,DELIVERED,CENTRAL
114,326,2024-11-29 21:47:53,SHIPPED,SOUTH
115,327,2026-03-04 04:32:08,RETURNED,EAST
116,281,17-03-2025,SHIPPED,SOUTH
117,274,2025-05-23 16:59:56,DELIVERED,SOUTH
118,368,2026-06-09 09:01:07,SHIPPED,CENTRAL
119,383,2026-01-21 21:33:59,DELIVERED,SOUTH
120,,2024-06-22 07:46:19,RETURNED,WEST
121,208,2024-09-09 17:44:27,SHIPPED,WEST
122,502,2026-05-10 18:30:40,CANCELLED,WEST
123,43,2026-01-10 21:22:36,DELIVERED,WEST
124,586,2024-07-28 19:49:49,DELIVERED,WEST
125,44,2025-06-15 17:10:01,DELIVERED,WEST
126,41,2024-08-14 13:52:03,SHIPPED,WEST
127,312,2025-08-17 03:40:06,DELIVERED,WEST
128,56,2025-01-05 23:04:38,DELIVERED,WEST
129,513,2024-12-26 04:35:54,DELIVERED,EAST
130,184,2025-04-08 16:34:14,CANCELLED,NORTH
131,168,2024-12-07 22:03:44,PLACED,WEST
132,88,2026-01-16 15:48:54,DELIVERED,CENTRAL
133,164,2026-01-11 06:03:28,PLACED,SOUTH
134,580,2025-01-18 03:45:03,SHIPPED,SOUTH
135,53,2025-09-22 19:40:43,DELIVERED,WEST
136,186,2024-12-20 09:19:24,RETURNED,NORTH
137,,2026-07-12 00:54:06,CANCELLED,CENTRAL
138,506,2026-06-07 23:49:42,DELIVERED,WEST
139,7,2025-08-05 00:48:06,DELIVERED,CENTRAL
140,,15-01-2025,PLACED,EAST
141,34,05-09-2025,DELIVERED,NORTH
142,427,2025-02-04 15:00:47,DELIVERED,CENTRAL
143,587,2025-03-01 14:40:10,RETURNED,CENTRAL
144,37,2025-09-06 22:30:25,DELIVERED,WEST
145,438,2024-09-07 20:36:42,DELIVERED,SOUTH
146,282,2026-03-03 18:00:46,DELIVERED,SOUTH
147,112,2024-10-13 04:33:53,DELIVERED,CENTRAL
148,295,2025-10-03 15:32:55,DELIVERED,CENTRAL
149,363,2026-07-10 03:01:07,DELIVERED,WEST
150,185,26-05-2025,DELIVERED,SOUTH
151,25,2024-11-29 04:35:22,DELIVERED,SOUTH
152,425,30-10-2025,DELIVERED,SOUTH
153,207,2025-06-29 05:22:21,DELIVERED,EAST
154,564,2024-06-08 12:35:24,SHIPPED,EAST
155,583,2024-07-14 05:34:28,CANCELLED,SOUTH
156,347,2026-06-13 06:27:03,RETURNED,NORTH
157,494,2026-05-15 13:04:52,CANCELLED,CENTRAL
158,474,2026-03-04 01:17:19,RETURNED,NORTH
159,307,2025-10-02 02:47:54,DELIVERED,NORTH
160,340,2025-11-30 06:59:50,PLACED,SOUTH
161,32,2026-01-02 21:59:24,DELIVERED,SOUTH
162,399,2024-11-27 12:17:01,CANCELLED,EAST
163,323,2025-07-25 18:09:26,DELIVERED,WEST
164,381,2025-09-12 02:48:57,SHIPPED,EAST
165,384,2025-04-08 22:46:29,RETURNED,WEST
166,495,2025-01-24 08:26:09,SHIPPED,WEST
167,537,2025-10-20 12:02:36,SHIPPED,NORTH
168,529,2024-12-22 04:03:15,SHIPPED,NORTH
169,535,2025-09-25 02:13:25,RETURNED,CENTRAL
170,342,09-08-2024,SHIPPED,EAST
171,320,2025-04-20 23:36:51,DELIVERED,SOUTH
172,546,2026-04-15 05:58:56,DELIVERED,EAST
173,281,2024-11-05 00:49:39,SHIPPED,EAST
174,278,2025-08-13 00:59:06,DELIVERED,SOUTH
175,347,2024-08-16 19:12:33,SHIPPED,WEST
176,52,2024-08-21 13:48:17,PLACED,WEST
177,457,2025-09-27 08:37:54,DELIVERED,SOUTH
178,547,2026-05-23 10:22:53,DELIVERED,NORTH
179,480,2025-09-24 04:14:26,DELIVERED,WEST
180,230,2025-07-04 20:54:15,RETURNED,WEST
181,339,2025-10-16 11:58:15,DELIVERED,NORTH
182,116,2026-05-16 12:20:10,CANCELLED,EAST
183,589,2024-11-05 21:35:27,DELIVERED,NORTH
184,73,2026-05-16 02:23:17,DELIVERED,WEST
185,250,2026-06-18 08:13:50,DELIVERED,EAST
186,442,2026-04-06 07:09:45,DELIVERED,EAST
187,242,2024-09-28 00:06:49,DELIVERED,CENTRAL
188,118,2026-05-19 02:28:38,DELIVERED,NORTH
189,181,2026-02-19 09:05:08,PLACED,NORTH
190,389,2024-09-02 12:13:24,PLACED,SOUTH
191,1,2025-01-16 19:11:30,DELIVERED,EAST
192,592,2025-04-14 11:37:23,DELIVERED,EAST
193,312,2026-04-05 07:47:54,DELIVERED,EAST
194,,2026-02-16 21:34:18,CANCELLED,EAST
195,563,2024-05-31 07:26:27,DELIVERED,EAST
196,289,2025-05-30 10:25:35,DELIVERED,CENTRAL
197,326,2026-02-19 17:59:40,DELIVERED,CENTRAL
198,178,2025-03-18 09:36:18,DELIVERED,EAST
199,158,2024-12-11 00:48:42,SHIPPED,NORTH
200,148,2026-06-25 01:32:27,DELIVERED,SOUTH
201,426,2026-03-22 07:24:06,DELIVERED,WEST
202,566,2026-01-17 15:12:15,DELIVERED,SOUTH
203,8,2025-06-01 18:40:42,DELIVERED,EAST
204,560,2024-07-20 23:32:56,RETURNED,CENTRAL
205,378,2026-06-17 00:50:52,RETURNED,NORTH
206,540,2025-08-07 01:32:47,DELIVERED,NORTH
207,91,2024-09-28 07:06:17,DELIVERED,CENTRAL
208,320,2025-11-14 16:19:46,DELIVERED,NORTH
209,525,2025-10-26 23:44:14,DELIVERED,EAST
210,37,2025-09-14 08:34:57,DELIVERED,CENTRAL
211,485,2024-08-18 04:31:43,DELIVERED,EAST
212,28,2024-10-05 04:12:07,SHIPPED,NORTH
213,285,09-08-2025,DELIVERED,EAST
214,115,2025-01-19 18:44:38,DELIVERED,EAST
215,268,2025-05-31 22:01:14,DELIVERED,CENTRAL
216,352,2025-01-10 08:36:39,DELIVERED,SOUTH
217,423,2025-06-03 15:19:24,DELIVERED,SOUTH
218,354,2025-07-14 17:22:42,DELIVERED,NORTH
219,476,2025-09-10 03:46:51,DELIVERED,CENTRAL
220,400,10-01-2025,DELIVERED,WEST
221,460,2025-10-02 09:43:29,RETURNED,NORTH
222,545,2026-03-31 18:08:39,DELIVERED,EAST
223,274,2025-06-30 15:54:40,DELIVERED,WEST
224,248,2025-03-28 19:21:22,DELIVERED,SOUTH
225,11,2024-09-12 13:25:57,PLACED,NORTH
226,457,13-08-2025,DELIVERED,NORTH
227,95,2025-05-01 19:48:40,RETURNED,NORTH
228,123,2024-12-17 19:17:36,DELIVERED,CENTRAL
229,190,2025-03-12 05:49:20,DELIVERED,WEST
230,78,2025-08-02 08:19:33,DELIVERED,EAST
231,76,2024-09-03 21:58:12,DELIVERED,EAST
232,265,2025-07-15 03:25:15,SHIPPED,NORTH
233,206,2025-03-03 04:48:22,DELIVERED,NORTH
234,442,2024-11-11 01:16:34,RETURNED,EAST
235,75,2025-06-23 06:54:32,DELIVERED,NORTH
236,153,2024-05-31 08:20:52,RETURNED,WEST
237,338,2024-06-04 18:05:09,DELIVERED,WEST
238,414,2024-09-15 21:30:20,DELIVERED,NORTH
239,494,2025-12-08 13:26:42,DELIVERED,EAST
240,93,2025-11-09 06:27:35,PLACED,WEST
241,297,2025-02-28 08:48:27,DELIVERED,WEST
242,307,2024-11-11 20:36:00,DELIVERED,EAST
243,449,2025-01-02 09:27:05,PLACED,NORTH
244,245,2024-09-04 20:32:07,DELIVERED,EAST
245,461,2024-06-24 12:07:05,PLACED,NORTH
246,44,2025-04-23 19:56:03,CANCELLED,CENTRAL
247,550,2025-05-26 22:20:05,RETURNED,NORTH
248,501,01-06-2026,RETURNED,CENTRAL
249,,2024-08-15 14:34:08,RETURNED,NORTH
250,175,2024-09-06 08:30:45,CANCELLED,NORTH
251,226,2025-04-09 19:00:33,DELIVERED,WEST
252,590,2025-10-11 13:44:23,CANCELLED,SOUTH
253,178,2024-12-03 13:43:05,DELIVERED,WEST
254,379,11-04-2026,SHIPPED,CENTRAL
255,103,2026-01-04 07:10:55,DELIVERED,NORTH
256,,2025-03-04 16:59:45,RETURNED,CENTRAL
257,427,2026-06-08 11:01:52,DELIVERED,SOUTH
258,278,2026-03-01 01:38:28,SHIPPED,SOUTH
259,39,2026-07-15 13:09:42,DELIVERED,NORTH
260,309,2024-06-06 02:23:00,DELIVERED,SOUTH
261,543,2025-12-13 04:39:30,CANCELLED,CENTRAL
262,476,2025-04-18 06:51:17,DELIVERED,SOUTH
263,153,2026-06-05 23:23:33,DELIVERED,SOUTH
264,45,2025-12-16 18:06:06,DELIVERED,WEST
265,,2024-08-19 11:43:22,RETURNED,SOUTH
266,30,2024-11-26 07:13:12,PLACED,SOUTH
267,594,2025-04-03 17:59:20,DELIVERED,EAST
268,113,2024-10-29 08:05:45,SHIPPED,WEST
269,385,2024-09-21 05:23:11,DELIVERED,WEST
270,447,2026-05-06 19:17:21,SHIPPED,EAST
271,199,22-07-2025,SHIPPED,SOUTH
272,583,2024-12-28 01:08:41,SHIPPED,WEST
273,176,2025-05-06 12:44:05,CANCELLED,CENTRAL
274,175,2025-05-21 19:55:20,PLACED,CENTRAL
275,222,2026-05-18 21:03:07,DELIVERED,WEST
276,253,2026-04-04 13:57:56,DELIVERED,CENTRAL
277,588,2026-03-09 23:39:48,RETURNED,NORTH
278,,2026-02-01 13:19:15,DELIVERED,NORTH
279,247,2024-06-18 07:09:45,DELIVERED,WEST
280,136,05-06-2025,DELIVERED,NORTH
281,313,13-05-2026,CANCELLED,CENTRAL
282,466,2024-12-31 08:16:26,CANCELLED,WEST
283,380,2024-06-01 02:50:25,CANCELLED,NORTH
284,341,2025-09-02 17:40:33,DELIVERED,EAST
285,556,2025-04-16 18:58:42,DELIVERED,NORTH
286,344,2024-08-23 03:31:38,DELIVERED,EAST
287,114,2026-05-22 21:36:45,DELIVERED,EAST
288,573,2025-04-13 00:14:19,SHIPPED,EAST
289,117,2025-04-20 21:41:10,DELIVERED,SOUTH
290,274,2026-03-17 23:56:26,DELIVERED,NORTH
291,464,2024-12-06 14:56:21,DELIVERED,CENTRAL
292,546,2026-05-02 02:58:31,DELIVERED,NORTH
293,469,2026-01-26 21:41:57,CANCELLED,EAST
294,79,2025-08-01 15:53:27,SHIPPED,SOUTH
295,210,2024-07-04 05:57:16,DELIVERED,CENTRAL
296,486,2026-04-19 12:18:07,DELIVERED,NORTH
297,,2025-05-25 21:49:04,CANCELLED,CENTRAL
298,422,2025-10-18 21:35:05,DELIVERED,CENTRAL
299,456,2024-12-20 23:36:39,CANCELLED,EAST
300,267,2025-12-28 17:31:23,RETURNED,NORTH
301,292,2025-02-12 10:27:53,DELIVERED,SOUTH
302,293,2025-02-26 09:52:12,CANCELLED,SOUTH
303,,2025-10-03 20:40:00,DELIVERED,WEST
304,189,2024-07-22 21:18:10,DELIVERED,EAST
305,460,2025-02-06 14:04:41,DELIVERED,NORTH
306,415,2025-01-10 20:18:14,RETURNED,EAST
307,560,2025-10-26 15:02:15,DELIVERED,EAST
308,297,2025-01-13 11:40:09,DELIVERED,WEST
309,116,2024-07-31 06:19:29,SHIPPED,CENTRAL
310,26,2025-05-07 07:47:42,DELIVERED,NORTH
311,200,2025-05-10 02:07:23,DELIVERED,EAST
312,86,2026-04-21 23:52:51,DELIVERED,NORTH
313,404,2025-10-05 14:52:11,DELIVERED,CENTRAL
314,370,25-03-2026,DELIVERED,EAST
315,354,2026-04-22 04:16:43,CANCELLED,NORTH
316,455,2026-03-06 15:03:19,CANCELLED,EAST
317,435,2026-03-04 10:15:49,SHIPPED,CENTRAL
318,148,2026-06-06 06:51:35,RETURNED,CENTRAL
319,68,2026-01-03 17:48:39,PLACED,WEST
320,280,2026-05-17 21:04:51,DELIVERED,SOUTH
321,391,2026-07-01 02:21:27,PLACED,EAST
322,312,2026-05-19 22:44:12,SHIPPED,NORTH
323,308,2026-06-03 01:36:42,SHIPPED,EAST
324,504,2025-06-14 04:57:04,PLACED,EAST
325,69,2025-12-12 23:22:19,DELIVERED,CENTRAL
326,265,2026-06-08 12:05:02,RETURNED,NORTH
327,,2025-07-07 04:14:51,SHIPPED,NORTH
328,473,2024-12-26 11:42:32,DELIVERED,NORTH
329,430,2025-12-04 00:03:27,PLACED,EAST
330,79,2025-03-10 15:57:42,DELIVERED,CENTRAL
331,557,2025-10-03 05:10:45,CANCELLED,EAST
332,372,2025-11-27 05:41:34,CANCELLED,NORTH
333,289,2026-06-22 06:20:45,DELIVERED,SOUTH
334,159,2025-03-18 16:41:12,DELIVERED,CENTRAL
335,539,2024-11-23 00:59:16,DELIVERED,NORTH
336,135,2026-06-13 21:44:07,DELIVERED,EAST
337,453,12-11-2025,SHIPPED,EAST
338,122,2025-01-06 03:32:26,DELIVERED,EAST
339,134,2026-03-20 21:52:51,DELIVERED,NORTH
340,496,2024-08-04 01:08:47,SHIPPED,NORTH
341,526,28-05-2026,SHIPPED,EAST
342,309,2024-10-26 21:54:53,DELIVERED,CENTRAL
343,205,2025-11-27 02:07:30,PLACED,SOUTH
344,285,2025-11-21 08:17:10,DELIVERED,CENTRAL
345,248,2024-09-13 03:47:22,PLACED,CENTRAL
346,542,2025-03-23 13:24:32,RETURNED,SOUTH
347,,2024-10-30 07:16:12,RETURNED,CENTRAL
348,487,2025-03-13 13:59:21,DELIVERED,NORTH
349,364,2026-03-19 19:17:24,SHIPPED,SOUTH
350,322,2024-11-17 08:53:04,DELIVERED,WEST
351,296,2024-08-01 01:59:49,PLACED,WEST
352,291,2025-09-26 16:27:38,DELIVERED,WEST
353,418,2026-03-25 19:34:02,SHIPPED,NORTH
354,488,2025-12-21 19:12:29,SHIPPED,WEST
355,406,2024-10-09 01:15:00,SHIPPED,WEST
356,105,2025-02-16 02:27:26,PLACED,SOUTH
357,414,2026-03-20 18:07:13,DELIVERED,EAST
358,596,2026-02-10 17:51:43,DELIVERED,CENTRAL
359,497,2025-01-13 22:30:16,DELIVERED,NORTH
360,502,2024-12-25 02:33:51,PLACED,NORTH
361,511,2025-03-04 05:10:16,DELIVERED,EAST
362,99,2026-07-03 14:04:49,DELIVERED,SOUTH
363,510,2025-07-10 11:35:18,DELIVERED,CENTRAL
364,33,2024-12-01 01:38:29,DELIVERED,EAST
365,454,2024-07-20 01:06:07,SHIPPED,EAST
366,169,2024-12-24 22:05:06,DELIVERED,WEST
367,113,2026-07-01 01:10:04,DELIVERED,CENTRAL
368,488,2025-01-27 19:41:41,DELIVERED,WEST
369,387,2025-11-28 23:59:11,DELIVERED,EAST
370,29,2024-12-15 03:34:12,CANCELLED,EAST
371,,2025-11-11 02:57:55,DELIVERED,WEST
372,366,2024-08-25 16:34:49,DELIVERED,SOUTH
373,320,2024-09-08 18:01:32,CANCELLED,NORTH
374,21,2024-07-27 01:32:19,DELIVERED,WEST
375,432,2026-05-29 15:40:53,DELIVERED,EAST
376,400,2024-10-28 19:28:37,CANCELLED,NORTH
377,211,2025-11-08 10:56:50,SHIPPED,EAST
378,447,2024-09-24 00:10:37,CANCELLED,CENTRAL
379,,2026-02-13 12:39:57,CANCELLED,CENTRAL
380,95,2024-10-24 03:55:30,DELIVERED,EAST
381,544,2025-04-20 19:38:33,DELIVERED,NORTH
382,310,2025-09-07 21:25:07,DELIVERED,CENTRAL
383,425,2026-05-04 01:35:13,DELIVERED,CENTRAL
384,20,2025-03-15 18:40:32,DELIVERED,SOUTH
385,479,2026-04-03 18:25:14,RETURNED,NORTH
386,374,2025-06-07 09:47:25,SHIPPED,EAST
387,421,2024-09-07 02:01:56,DELIVERED,WEST
388,294,2025-07-02 09:01:24,DELIVERED,SOUTH
389,117,2024-07-12 00:53:11,SHIPPED,EAST
390,574,2026-03-16 14:00:48,DELIVERED,NORTH
391,280,2025-07-05 09:43:57,DELIVERED,EAST
392,181,2024-08-03 14:32:12,RETURNED,WEST
393,57,2024-10-07 09:07:12,DELIVERED,EAST
394,417,2024-10-17 06:51:45,DELIVERED,SOUTH
395,585,2024-12-03 09:52:57,DELIVERED,CENTRAL
396,538,2024-10-17 04:43:07,SHIPPED,NORTH
397,321,2026-01-25 18:24:52,CANCELLED,SOUTH
398,224,2025-02-26 02:13:26,SHIPPED,EAST
399,261,2024-08-24 21:03:00,DELIVERED,EAST
400,116,2026-03-19 07:42:45,DELIVERED,SOUTH
401,149,2025-12-22 06:18:51,CANCELLED,NORTH
402,36,2024-08-22 22:19:57,DELIVERED,SOUTH
403,394,2025-12-14 16:13:06,RETURNED,NORTH
404,243,2026-01-23 11:14:57,PLACED,WEST
405,262,2025-05-30 18:36:07,DELIVERED,SOUTH
406,325,2026-02-20 03:32:41,DELIVERED,EAST
407,504,2026-03-02 12:18:49,RETURNED,EAST
408,103,2025-07-09 09:40:10,DELIVERED,EAST
409,561,2026-05-04 02:49:22,DELIVERED,NORTH
410,189,2024-12-27 09:53:09,PLACED,SOUTH
411,322,2024-11-18 03:58:29,SHIPPED,CENTRAL
412,134,2026-02-26 09:41:48,DELIVERED,EAST
413,137,2025-10-20 21:05:01,DELIVERED,SOUTH
414,377,2026-01-06 03:30:36,RETURNED,CENTRAL
415,24,2025-05-20 06:49:26,RETURNED,WEST
416,,2026-03-27 06:40:35,DELIVERED,SOUTH
417,377,2024-11-28 07:08:40,PLACED,CENTRAL
418,465,2026-07-06 15:12:40,SHIPPED,SOUTH
419,273,2026-07-06 15:55:27,DELIVERED,WEST
420,221,2025-08-12 13:47:00,DELIVERED,SOUTH
421,419,2024-07-13 16:44:22,DELIVERED,EAST
422,462,2025-12-25 05:05:37,DELIVERED,WEST
423,481,2025-10-14 03:29:00,RETURNED,WEST
424,393,2025-07-02 00:46:57,PLACED,CENTRAL
425,341,2026-05-31 13:37:59,RETURNED,CENTRAL
426,,2026-01-11 18:23:09,DELIVERED,WEST
427,136,2024-08-01 21:15:02,DELIVERED,EAST
428,505,2026-05-27 03:28:07,SHIPPED,EAST
429,444,2024-11-27 12:11:15,DELIVERED,SOUTH
430,288,2026-03-29 02:46:08,DELIVERED,EAST
431,271,2026-04-06 22:52:59,CANCELLED,EAST
432,504,2025-01-19 23:33:30,DELIVERED,WEST
433,153,2025-03-10 12:00:12,PLACED,EAST
434,479,2026-07-07 19:36:40,PLACED,EAST
435,575,2026-07-04 19:56:43,SHIPPED,SOUTH
436,96,2025-08-14 08:37:44,SHIPPED,SOUTH
437,280,2025-04-24 22:42:09,DELIVERED,NORTH
438,585,2024-09-26 08:38:01,SHIPPED,WEST
439,,2024-12-05 12:09:07,DELIVERED,CENTRAL
440,109,2025-01-23 21:09:54,PLACED,WEST
441,492,2025-07-22 08:55:08,DELIVERED,NORTH
442,45,2026-05-03 20:52:00,DELIVERED,CENTRAL
443,50,2025-08-12 13:17:24,DELIVERED,NORTH
444,561,2026-01-12 11:17:04,PLACED,EAST
445,409,2025-04-18 11:06:23,SHIPPED,WEST
446,158,2026-07-01 12:01:53,CANCELLED,EAST
447,135,2024-10-26 07:17:46,CANCELLED,CENTRAL
448,457,2026-06-09 02:57:32,DELIVERED,CENTRAL
449,433,2025-03-15 11:50:56,DELIVERED,WEST
450,526,2026-05-20 01:27:35,DELIVERED,SOUTH
451,540,2024-10-07 10:37:56,DELIVERED,WEST
452,490,2024-12-14 12:20:49,DELIVERED,EAST
453,536,2024-08-12 03:26:20,DELIVERED,NORTH
454,523,2024-10-23 18:37:56,DELIVERED,CENTRAL
455,364,2024-10-04 00:35:24,DELIVERED,NORTH
456,474,2025-03-09 01:12:41,CANCELLED,NORTH
457,305,2026-05-06 19:33:37,DELIVERED,WEST
458,272,2025-03-16 19:00:49,SHIPPED,NORTH
459,266,11-11-2024,DELIVERED,NORTH
460,,2026-06-10 04:19:05,DELIVERED,WEST
461,499,2025-12-11 08:56:37,DELIVERED,WEST
462,90,2024-06-20 13:19:54,SHIPPED,NORTH
463,193,2025-04-20 00:38:25,DELIVERED,SOUTH
464,447,2025-03-22 13:48:24,PLACED,WEST
465,,2025-02-12 00:51:41,RETURNED,WEST
466,,2026-04-28 07:10:53,DELIVERED,SOUTH
467,402,2024-06-11 05:34:28,SHIPPED,WEST
468,508,2025-08-24 16:51:37,PLACED,WEST
469,500,2024-09-01 07:14:04,DELIVERED,WEST
470,567,2026-03-09 00:00:41,CANCELLED,NORTH
471,356,2026-04-07 15:50:00,PLACED,EAST
472,481,2025-05-25 13:25:52,DELIVERED,CENTRAL
473,348,2026-05-27 17:43:34,SHIPPED,EAST
474,400,2025-12-10 15:18:03,DELIVERED,SOUTH
475,290,2024-10-10 21:28:00,DELIVERED,SOUTH
476,161,2024-11-02 17:57:48,DELIVERED,WEST
477,215,2024-06-27 03:57:27,DELIVERED,EAST
478,163,2024-07-18 15:55:41,CANCELLED,EAST
479,233,2025-05-13 02:53:27,DELIVERED,EAST
480,48,2025-07-19 12:47:45,CANCELLED,CENTRAL
481,107,2026-04-10 03:21:45,DELIVERED,NORTH
482,105,2024-08-03 04:44:02,DELIVERED,SOUTH
483,211,2025-01-28 22:35:51,DELIVERED,WEST
484,511,2024-10-31 05:57:27,SHIPPED,EAST
485,142,2025-04-08 15:01:01,DELIVERED,WEST
486,7,2026-06-04 19:26:56,DELIVERED,CENTRAL
487,273,2026-03-05 16:38:32,DELIVERED,SOUTH
488,543,2025-05-19 11:14:30,SHIPPED,WEST
489,420,2025-12-12 23:55:33,RETURNED,WEST
490,11,2024-09-15 02:10:29,PLACED,EAST
