item_id,order_id,product_id,quantity,unit_price,discount_percent
731,389,130,3,275.78,4
732,390,347,3,262.97,10
733,391,577,-2,374.16,0
734,391,219,2,1411.59,6
735,391,368,2,278.62,6
736,392,538,4,3076.24,15
737,392,402,2,1126.27,10
738,392,102,4,6394.0,0
739,393,476,5,718.49,2
740,394,416,4,1590.39,14
741,394,130,3,351.51,2
742,395,310,5,5165.07,0
743,395,429,1,3328.76,10
744,396,232,4,2557.3,0
745,397,596,3,415.57,3
746,398,288,4,3760.73,6
747,398,461,5,74272.81,0
748,399,353,2,3116.56,7
749,399,477,5,230.82,7
750,399,295,2,8795.77,0
751,400,201,5,6004.39,2
752,400,511,4,816.95,6
753,400,483,4,5634.06,10
754,401,329,4,5091.46,2
755,401,160,2,3313.13,7
756,401,453,1,14135.13,0
757,402,155,2,1016.12,0
758,403,388,5,7572.95,0
759,403,510,1,3230.54,0
760,403,42,1,7934.59,26
761,404,551,5,185.41,4
762,405,266,4,11130.64,9
763,406,491,5,155.87,0
764,407,423,3,965.94,22
765,407,143,1,4652.92,16
766,408,168,4,4244.97,23
767,408,378,1,28508.11,26
768,408,226,2,1801.13,11
769,409,481,4,325.75,5
770,409,169,3,931.07,27
771,409,23,3,3669.35,1
772,410,429,3,4758.66,0
773,410,56,4,2600.46,29
774,410,184,5,2301.71,12
775,410,599,2,4950.53,0
776,411,309,4,881.28,0
777,411,201,3,7023.16,38
778,412,7,3,254.89,12
779,412,141,3,6428.6,0
780,413,236,5,2787.97,8
781,414,148,2,66829.01,15
782,414,582,3,5923.15,7
783,414,456,1,1059.28,0
784,414,533,4,1851.43,0
785,415,51,5,13412.54,28
786,415,557,2,1260.8,7
787,415,391,1,3246.44,12
788,415,511,1,717.43,14
789,416,293,4,479.62,33
790,417,287,5,694.11,0
791,417,379,1,8713.92,17
792,417,1,1,8058.4,7
793,418,544,1,2356.87,9
794,418,37,3,1179.62,0
795,418,66,3,5998.54,6
796,419,196,5,4115.71,0
797,419,318,4,2534.5,4
798,419,13,1,918.63,0
799,420,462,5,1987.2,0
800,421,106,4,2235.24,36
801,421,496,1,1302.11,9
802,421,530,4,34422.0,8
803,422,534,2,8200.64,31
804,422,329,1,6302.07,0
805,423,553,1,365.42,0
806,424,374,2,1259.03,40
807,425,164,4,1412.68,40
808,426,45,1,13010.4,5
809,427,214,1,587.07,20
810,427,350,2,12468.85,31
811,428,574,2,2896.8,39
812,429,129,5,727.71,0
813,430,196,1,5018.44,20
814,430,9,4,1163.02,38
815,431,487,4,2153.67,0
816,431,514,3,3736.79,12
817,431,400,-3,6377.64,0
818,431,50,2,1600.86,4
819,432,54,3,1058.54,14
820,432,481,1,378.18,38
821,433,594,5,3536.84,6
822,433,359,4,740.89,5
823,433,387,5,4619.45,0
824,433,376,2,781.74,20
825,434,374,2,1281.32,0
826,435,78,3,5222.61,0
827,436,490,2,5502.33,31
828,436,118,1,2840.28,0
829,437,156,-3,42271.42,7
830,438,268,4,58075.36,33
831,438,209,2,9444.91,12
832,439,192,1,22263.76,18
833,439,394,2,3965.69,29
834,439,397,3,1690.9,16
835,440,507,2,1637.41,20
836,441,403,5,2522.2,21
837,442,132,-1,497.24,12
838,442,22,5,21460.88,37
839,443,328,1,3060.47,0
840,443,147,4,798.29,22
841,443,203,2,4101.06,11
842,444,206,1,6568.12,12
843,444,539,5,2541.56,0
844,445,318,5,2198.48,11
845,446,67,3,1407.27,13
846,446,52,5,9111.03,0
847,446,455,4,5060.29,0
848,446,26,5,999.46,3
849,447,358,5,1561.92,24
850,447,4,3,7889.87,0
851,448,562,2,1203.47,1
852,449,459,5,1432.58,2
853,449,128,3,5889.59,31
854,449,365,1,6852.88,13
855,449,101,5,3077.73,15
856,450,222,4,3715.86,9
857,450,26,1,1150.25,0
858,451,177,5,3065.12,7
859,451,528,1,7818.31,8
860,451,405,3,11849.21,11
861,451,551,-2,222.72,4
862,452,332,3,9662.03,3
863,453,508,4,4301.65,4
864,453,545,1,3588.91,38
865,454,452,1,9944.83,6
866,455,72,2,3673.3,6
867,456,546,4,2262.48,5
868,457,370,-3,1050.14,35
869,458,458,5,1931.61,30
870,459,18,2,2244.17,39
871,459,349,1,1911.05,0
872,460,586,1,2101.78,20
873,461,194,4,7083.92,0
874,462,43,1,8870.0,16
875,463,177,4,3063.04,38
876,463,463,3,1070.78,0
877,463,26,3,1335.23,36
878,464,377,4,4333.13,17
879,465,505,2,1865.44,0
880,465,68,3,7541.1,9
881,466,527,2,1320.89,22
882,467,235,3,411.39,21
883,467,507,2,1626.51,5
884,468,472,4,8584.15,32
885,469,163,4,3695.58,37
886,470,250,4,39651.05,0
887,471,313,3,6322.99,12
888,472,411,4,4281.71,0
889,472,177,5,3244.63,12
890,473,502,2,2187.47,36
891,473,354,1,1575.91,0
892,473,573,3,1223.16,3
893,474,352,1,1552.36,0
894,475,67,2,1241.5,13
895,476,230,4,24787.58,0
896,476,103,1,7576.53,0
897,477,411,3,3732.58,5
898,477,390,2,1514.87,12
899,477,508,2,4310.03,11
900,478,83,3,5452.59,35
901,479,599,2,3575.92,11
902,479,367,3,42541.35,0
903,480,139,4,1414.33,0
904,480,453,3,14994.38,3
905,480,488,3,859.38,0
906,481,104,2,2036.97,0
907,482,453,4,12950.91,15
908,482,240,1,2201.19,23
909,482,345,1,1412.7,1
910,482,338,5,3771.03,20
911,483,429,4,4555.59,0
912,483,235,5,353.53,1
913,484,93,3,1399.99,35
914,484,411,3,4336.75,0
915,484,244,1,546.21,6
916,485,190,5,1176.6,6
917,486,265,2,63819.17,12
918,486,255,4,9353.13,18
919,487,161,5,1951.87,11
920,487,418,2,4961.99,11
921,488,348,1,202.27,0
922,489,86,1,1535.66,0
923,490,564,2,5579.28,13
924,491,446,4,3044.91,3
925,491,463,-3,833.31,35
926,492,83,3,4611.83,0
927,492,182,1,1075.52,0
928,492,507,5,1963.43,12
929,493,175,5,6340.97,0
930,493,49,-3,2256.89,5
931,493,471,3,8422.96,0
932,494,555,5,680.45,4
933,494,458,2,2226.3,0
934,494,288,4,3493.81,0
935,495,561,2,3330.81,1
936,496,79,4,6598.42,0
937,497,244,5,683.25,36
938,497,491,2,192.69,8
939,497,314,4,2988.51,1
940,498,103,1,8308.01,8
