order_id,customer_id,order_date,status,region_code,is_future_dated,customer_id_missing
39,423,2024-09-13 08:31:16,SHIPPED,EAST,False,False
40,467,2025-07-26 17:53:44,DELIVERED,WEST,False,False
41,20,2024-07-03 09:05:57,SHIPPED,NORTH,False,False
42,129,2024-06-11 00:00:00,SHIPPED,SOUTH,False,False
43,223,2025-09-26 00:25:14,DELIVERED,WEST,False,False
44,475,2024-07-18 07:14:44,DELIVERED,SOUTH,False,False
45,402,2026-05-30 08:20:32,SHIPPED,EAST,False,False
46,13,2025-06-20 17:59:22,DELIVERED,WEST,False,False
47,35,2024-10-22 23:05:38,DELIVERED,SOUTH,False,False
48,320,2025-01-31 09:27:46,DELIVERED,NORTH,False,False
49,563,2025-06-27 12:11:00,DELIVERED,EAST,False,False
50,54,2025-05-03 07:44:03,RETURNED,SOUTH,False,False
51,,2025-08-01 21:45:20,DELIVERED,WEST,False,True
52,10,2026-06-07 07:22:30,DELIVERED,SOUTH,False,False
53,92,2026-07-15 14:20:20,PLACED,CENTRAL,False,False
54,62,2025-01-24 02:29:42,DELIVERED,NORTH,False,False
55,239,2025-11-20 12:56:37,CANCELLED,WEST,False,False
56,22,2025-12-07 09:27:07,DELIVERED,EAST,False,False
57,497,2025-08-30 19:45:23,DELIVERED,WEST,False,False
58,192,2025-10-14 19:41:51,DELIVERED,EAST,False,False
59,568,2025-01-25 19:46:07,DELIVERED,EAST,False,False
60,,2026-01-08 19:46:06,DELIVERED,NORTH,False,True
61,373,2025-06-04 22:36:29,DELIVERED,NORTH,False,False
62,552,2025-03-20 22:50:46,DELIVERED,WEST,False,False
63,158,2025-10-13 03:24:04,DELIVERED,EAST,False,False
64,536,2024-08-06 00:08:04,CANCELLED,SOUTH,False,False
65,33,2026-06-22 23:54:57,SHIPPED,NORTH,False,False
66,398,2025-07-01 14:04:48,PLACED,SOUTH,False,False
67,,2025-04-19 06:19:12,DELIVERED,NORTH,False,True
68,63,2026-03-07 03:51:33,CANCELLED,NORTH,False,False
69,273,2024-09-16 08:15:34,CANCELLED,NORTH,False,False
70,532,2025-05-23 20:58:31,DELIVERED,SOUTH,False,False
71,255,2025-03-03 21:47:48,DELIVERED,CENTRAL,False,False
72,109,2025-12-07 01:50:29,DELIVERED,WEST,False,False
73,171,2026-02-12 19:08:11,DELIVERED,SOUTH,False,False
74,454,2025-10-01 13:49:47,DELIVERED,EAST,False,False
75,423,2026-03-29 21:29:12,CANCELLED,EAST,False,False
76,577,2026-01-02 15:21:53,DELIVERED,EAST,False,False
77,464,2026-02-05 20:36:33,PLACED,NORTH,False,False
78,17,2025-09-10 21:28:21,PLACED,SOUTH,False,False
79,,2025-08-01 16:25:39,RETURNED,CENTRAL,False,True
80,586,2024-07-27 14:54:40,DELIVERED,SOUTH,False,False
81,376,2025-06-22 03:20:26,SHIPPED,EAST,False,False
82,410,2025-05-02 18:38:57,DELIVERED,EAST,False,False
83,178,2024-10-25 00:00:00,DELIVERED,EAST,False,False
84,591,2024-08-24 20:56:58,RETURNED,EAST,False,False
85,445,2024-12-03 06:04:35,CANCELLED,SOUTH,False,False
86,12,2026-01-14 00:00:00,PLACED,CENTRAL,False,False
87,553,2025-10-19 17:09:58,DELIVERED,SOUTH,False,False
88,403,2024-10-16 22:32:09,SHIPPED,EAST,False,False
89,152,2024-10-05 05:30:17,DELIVERED,NORTH,False,False
90,269,2026-07-18 13:19:18,DELIVERED,SOUTH,False,False
91,493,2026-06-26 20:46:48,DELIVERED,CENTRAL,False,False
92,537,2024-09-18 07:04:52,DELIVERED,WEST,False,False
93,590,2026-03-03 11:27:23,DELIVERED,EAST,False,False
94,353,2024-07-06 14:29:45,DELIVERED,SOUTH,False,False
95,453,2026-04-14 05:40:00,PLACED,SOUTH,False,False
96,383,2024-10-10 07:23:39,SHIPPED,NORTH,False,False
97,152,2025-08-19 21:40:39,PLACED,NORTH,False,False
98,,2025-04-19 16:26:25,DELIVERED,SOUTH,False,True
99,536,2026-06-19 08:31:36,DELIVERED,SOUTH,False,False
100,19,2024-08-05 13:07:36,DELIVERED,NORTH,False,False
101,278,2024-06-11 22:43:14,PLACED,EAST,False,False
102,369,2024-06-28 15:17:29,DELIVERED,WEST,False,False
103,390,2024-10-31 17:29:43,RETURNED,WEST,False,False
104,545,2025-04-03 22:36:17,DELIVERED,WEST,False,False
105,,2025-09-15 16:31:19,DELIVERED,WEST,False,True
106,19,2025-11-27 16:16:14,DELIVERED,EAST,False,False
107,514,2024-09-03 07:53:20,DELIVERED,WEST,False,False
108,31,2025-08-08 06:23:01,SHIPPED,EAST,False,False
109,141,2026-01-13 17:42:51,DELIVERED,CENTRAL,False,False
110,233,2025-01-22 06:54:04,DELIVERED,EAST,False,False
111,338,2024-12-20 16:49:16,SHIPPED,SOUTH,False,False
112,208,2025-09-22 00:17:42,DELIVERED,CENTRAL,False,False
113,441,2025-01-10 11:40:24,DELIVERED,CENTRAL,False,False
114,326,2024-11-29 21:47:53,SHIPPED,SOUTH,False,False
115,327,2026-03-04 04:32:08,RETURNED,EAST,False,False
116,281,2025-03-17 00:00:00,SHIPPED,SOUTH,False,False
117,274,2025-05-23 16:59:56,DELIVERED,SOUTH,False,False
118,368,2026-06-09 09:01:07,SHIPPED,CENTRAL,False,False
119,383,2026-01-21 21:33:59,DELIVERED,SOUTH,False,False
120,,2024-06-22 07:46:19,RETURNED,WEST,False,True
121,208,2024-09-09 17:44:27,SHIPPED,WEST,False,False
122,502,2026-05-10 18:30:40,CANCELLED,WEST,False,False
123,43,2026-01-10 21:22:36,DELIVERED,WEST,False,False
124,586,2024-07-28 19:49:49,DELIVERED,WEST,False,False
125,44,2025-06-15 17:10:01,DELIVERED,WEST,False,False
126,41,2024-08-14 13:52:03,SHIPPED,WEST,False,False
127,312,2025-08-17 03:40:06,DELIVERED,WEST,False,False
128,56,2025-01-05 23:04:38,DELIVERED,WEST,False,False
129,513,2024-12-26 04:35:54,DELIVERED,EAST,False,False
130,184,2025-04-08 16:34:14,CANCELLED,NORTH,False,False
131,168,2024-12-07 22:03:44,PLACED,WEST,False,False
132,88,2026-01-16 15:48:54,DELIVERED,CENTRAL,False,False
133,164,2026-01-11 06:03:28,PLACED,SOUTH,False,False
134,580,2025-01-18 03:45:03,SHIPPED,SOUTH,False,False
135,53,2025-09-22 19:40:43,DELIVERED,WEST,False,False
136,186,2024-12-20 09:19:24,RETURNED,NORTH,False,False
137,,2026-07-12 00:54:06,CANCELLED,CENTRAL,False,True
138,506,2026-06-07 23:49:42,DELIVERED,WEST,False,False
139,7,2025-08-05 00:48:06,DELIVERED,CENTRAL,False,False
140,,2025-01-15 00:00:00,PLACED,EAST,False,True
141,34,2025-09-05 00:00:00,DELIVERED,NORTH,False,False
142,427,2025-02-04 15:00:47,DELIVERED,CENTRAL,False,False
143,587,2025-03-01 14:40:10,RETURNED,CENTRAL,False,False
144,37,2025-09-06 22:30:25,DELIVERED,WEST,False,False
145,438,2024-09-07 20:36:42,DELIVERED,SOUTH,False,False
146,282,2026-03-03 18:00:46,DELIVERED,SOUTH,False,False
147,112,2024-10-13 04:33:53,DELIVERED,CENTRAL,False,False
148,295,2025-10-03 15:32:55,DELIVERED,CENTRAL,False,False
149,363,2026-07-10 03:01:07,DELIVERED,WEST,False,False
150,185,2025-05-26 00:00:00,DELIVERED,SOUTH,False,False
151,25,2024-11-29 04:35:22,DELIVERED,SOUTH,False,False
152,425,2025-10-30 00:00:00,DELIVERED,SOUTH,False,False
153,207,2025-06-29 05:22:21,DELIVERED,EAST,False,False
154,564,2024-06-08 12:35:24,SHIPPED,EAST,False,False
155,583,2024-07-14 05:34:28,CANCELLED,SOUTH,False,False
156,347,2026-06-13 06:27:03,RETURNED,NORTH,False,False
157,494,2026-05-15 13:04:52,CANCELLED,CENTRAL,False,False
158,474,2026-03-04 01:17:19,RETURNED,NORTH,False,False
159,307,2025-10-02 02:47:54,DELIVERED,NORTH,False,False
160,340,2025-11-30 06:59:50,PLACED,SOUTH,False,False
161,32,2026-01-02 21:59:24,DELIVERED,SOUTH,False,False
162,399,2024-11-27 12:17:01,CANCELLED,EAST,False,False
163,323,2025-07-25 18:09:26,DELIVERED,WEST,False,False
164,381,2025-09-12 02:48:57,SHIPPED,EAST,False,False
165,384,2025-04-08 22:46:29,RETURNED,WEST,False,False
166,495,2025-01-24 08:26:09,SHIPPED,WEST,False,False
167,537,2025-10-20 12:02:36,SHIPPED,NORTH,False,False
168,529,2024-12-22 04:03:15,SHIPPED,NORTH,False,False
169,535,2025-09-25 02:13:25,RETURNED,CENTRAL,False,False
170,342,2024-08-09 00:00:00,SHIPPED,EAST,False,False
171,320,2025-04-20 23:36:51,DELIVERED,SOUTH,False,False
172,546,2026-04-15 05:58:56,DELIVERED,EAST,False,False
173,281,2024-11-05 00:49:39,SHIPPED,EAST,False,False
174,278,2025-08-13 00:59:06,DELIVERED,SOUTH,False,False
175,347,2024-08-16 19:12:33,SHIPPED,WEST,False,False
176,52,2024-08-21 13:48:17,PLACED,WEST,False,False
177,457,2025-09-27 08:37:54,DELIVERED,SOUTH,False,False
178,547,2026-05-23 10:22:53,DELIVERED,NORTH,False,False
179,480,2025-09-24 04:14:26,DELIVERED,WEST,False,False
180,230,2025-07-04 20:54:15,RETURNED,WEST,False,False
181,339,2025-10-16 11:58:15,DELIVERED,NORTH,False,False
182,116,2026-05-16 12:20:10,CANCELLED,EAST,False,False
183,589,2024-11-05 21:35:27,DELIVERED,NORTH,False,False
184,73,2026-05-16 02:23:17,DELIVERED,WEST,False,False
185,250,2026-06-18 08:13:50,DELIVERED,EAST,False,False
186,442,2026-04-06 07:09:45,DELIVERED,EAST,False,False
187,242,2024-09-28 00:06:49,DELIVERED,CENTRAL,False,False
188,118,2026-05-19 02:28:38,DELIVERED,NORTH,False,False
189,181,2026-02-19 09:05:08,PLACED,NORTH,False,False
190,389,2024-09-02 12:13:24,PLACED,SOUTH,False,False
191,1,2025-01-16 19:11:30,DELIVERED,EAST,False,False
192,592,2025-04-14 11:37:23,DELIVERED,EAST,False,False
193,312,2026-04-05 07:47:54,DELIVERED,EAST,False,False
194,,2026-02-16 21:34:18,CANCELLED,EAST,False,True
195,563,2024-05-31 07:26:27,DELIVERED,EAST,False,False
196,289,2025-05-30 10:25:35,DELIVERED,CENTRAL,False,False
197,326,2026-02-19 17:59:40,DELIVERED,CENTRAL,False,False
198,178,2025-03-18 09:36:18,DELIVERED,EAST,False,False
199,158,2024-12-11 00:48:42,SHIPPED,NORTH,False,False
200,148,2026-06-25 01:32:27,DELIVERED,SOUTH,False,False
201,426,2026-03-22 07:24:06,DELIVERED,WEST,False,False
202,566,2026-01-17 15:12:15,DELIVERED,SOUTH,False,False
203,8,2025-06-01 18:40:42,DELIVERED,EAST,False,False
204,560,2024-07-20 23:32:56,RETURNED,CENTRAL,False,False
205,378,2026-06-17 00:50:52,RETURNED,NORTH,False,False
206,540,2025-08-07 01:32:47,DELIVERED,NORTH,False,False
207,91,2024-09-28 07:06:17,DELIVERED,CENTRAL,False,False
208,320,2025-11-14 16:19:46,DELIVERED,NORTH,False,False
209,525,2025-10-26 23:44:14,DELIVERED,EAST,False,False
210,37,2025-09-14 08:34:57,DELIVERED,CENTRAL,False,False
211,485,2024-08-18 04:31:43,DELIVERED,EAST,False,False
212,28,2024-10-05 04:12:07,SHIPPED,NORTH,False,False
213,285,2025-08-09 00:00:00,DELIVERED,EAST,False,False
214,115,2025-01-19 18:44:38,DELIVERED,EAST,False,False
215,268,2025-05-31 22:01:14,DELIVERED,CENTRAL,False,False
216,352,2025-01-10 08:36:39,DELIVERED,SOUTH,False,False
217,423,2025-06-03 15:19:24,DELIVERED,SOUTH,False,False
218,354,2025-07-14 17:22:42,DELIVERED,NORTH,False,False
219,476,2025-09-10 03:46:51,DELIVERED,CENTRAL,False,False
220,400,2025-01-10 00:00:00,DELIVERED,WEST,False,False
221,460,2025-10-02 09:43:29,RETURNED,NORTH,False,False
222,545,2026-03-31 18:08:39,DELIVERED,EAST,False,False
223,274,2025-06-30 15:54:40,DELIVERED,WEST,False,False
224,248,2025-03-28 19:21:22,DELIVERED,SOUTH,False,False
225,11,2024-09-12 13:25:57,PLACED,NORTH,False,False
226,457,2025-08-13 00:00:00,DELIVERED,NORTH,False,False
227,95,2025-05-01 19:48:40,RETURNED,NORTH,False,False
228,123,2024-12-17 19:17:36,DELIVERED,CENTRAL,False,False
229,190,2025-03-12 05:49:20,DELIVERED,WEST,False,False
230,78,2025-08-02 08:19:33,DELIVERED,EAST,False,False
231,76,2024-09-03 21:58:12,DELIVERED,EAST,False,False
232,265,2025-07-15 03:25:15,SHIPPED,NORTH,False,False
233,206,2025-03-03 04:48:22,DELIVERED,NORTH,False,False
234,442,2024-11-11 01:16:34,RETURNED,EAST,False,False
235,75,2025-06-23 06:54:32,DELIVERED,NORTH,False,False
236,153,2024-05-31 08:20:52,RETURNED,WEST,False,False
237,338,2024-06-04 18:05:09,DELIVERED,WEST,False,False
238,414,2024-09-15 21:30:20,DELIVERED,NORTH,False,False
239,494,2025-12-08 13:26:42,DELIVERED,EAST,False,False
240,93,2025-11-09 06:27:35,PLACED,WEST,False,False
241,297,2025-02-28 08:48:27,DELIVERED,WEST,False,False
242,307,2024-11-11 20:36:00,DELIVERED,EAST,False,False
243,449,2025-01-02 09:27:05,PLACED,NORTH,False,False
244,245,2024-09-04 20:32:07,DELIVERED,EAST,False,False
245,461,2024-06-24 12:07:05,PLACED,NORTH,False,False
246,44,2025-04-23 19:56:03,CANCELLED,CENTRAL,False,False
247,550,2025-05-26 22:20:05,RETURNED,NORTH,False,False
248,501,2026-06-01 00:00:00,RETURNED,CENTRAL,False,False
249,,2024-08-15 14:34:08,RETURNED,NORTH,False,True
250,175,2024-09-06 08:30:45,CANCELLED,NORTH,False,False
251,226,2025-04-09 19:00:33,DELIVERED,WEST,False,False
252,590,2025-10-11 13:44:23,CANCELLED,SOUTH,False,False
253,178,2024-12-03 13:43:05,DELIVERED,WEST,False,False
254,379,2026-04-11 00:00:00,SHIPPED,CENTRAL,False,False
255,103,2026-01-04 07:10:55,DELIVERED,NORTH,False,False
256,,2025-03-04 16:59:45,RETURNED,CENTRAL,False,True
257,427,2026-06-08 11:01:52,DELIVERED,SOUTH,False,False
258,278,2026-03-01 01:38:28,SHIPPED,SOUTH,False,False
259,39,2026-07-15 13:09:42,DELIVERED,NORTH,False,False
260,309,2024-06-06 02:23:00,DELIVERED,SOUTH,False,False
261,543,2025-12-13 04:39:30,CANCELLED,CENTRAL,False,False
262,476,2025-04-18 06:51:17,DELIVERED,SOUTH,False,False
263,153,2026-06-05 23:23:33,DELIVERED,SOUTH,False,False
264,45,2025-12-16 18:06:06,DELIVERED,WEST,False,False
265,,2024-08-19 11:43:22,RETURNED,SOUTH,False,True
266,30,2024-11-26 07:13:12,PLACED,SOUTH,False,False
267,594,2025-04-03 17:59:20,DELIVERED,EAST,False,False
268,113,2024-10-29 08:05:45,SHIPPED,WEST,False,False
269,385,2024-09-21 05:23:11,DELIVERED,WEST,False,False
270,447,2026-05-06 19:17:21,SHIPPED,EAST,False,False
271,199,2025-07-22 00:00:00,SHIPPED,SOUTH,False,False
272,583,2024-12-28 01:08:41,SHIPPED,WEST,False,False
273,176,2025-05-06 12:44:05,CANCELLED,CENTRAL,False,False
274,175,2025-05-21 19:55:20,PLACED,CENTRAL,False,False
275,222,2026-05-18 21:03:07,DELIVERED,WEST,False,False
276,253,2026-04-04 13:57:56,DELIVERED,CENTRAL,False,False
277,588,2026-03-09 23:39:48,RETURNED,NORTH,False,False
278,,2026-02-01 13:19:15,DELIVERED,NORTH,False,True
279,247,2024-06-18 07:09:45,DELIVERED,WEST,False,False
280,136,2025-06-05 00:00:00,DELIVERED,NORTH,False,False
281,313,2026-05-13 00:00:00,CANCELLED,CENTRAL,False,False
282,466,2024-12-31 08:16:26,CANCELLED,WEST,False,False
283,380,2024-06-01 02:50:25,CANCELLED,NORTH,False,False
284,341,2025-09-02 17:40:33,DELIVERED,EAST,False,False
285,556,2025-04-16 18:58:42,DELIVERED,NORTH,False,False
286,344,2024-08-23 03:31:38,DELIVERED,EAST,False,False
287,114,2026-05-22 21:36:45,DELIVERED,EAST,False,False
288,573,2025-04-13 00:14:19,SHIPPED,EAST,False,False
289,117,2025-04-20 21:41:10,DELIVERED,SOUTH,False,False
290,274,2026-03-17 23:56:26,DELIVERED,NORTH,False,False
291,464,2024-12-06 14:56:21,DELIVERED,CENTRAL,False,False
292,546,2026-05-02 02:58:31,DELIVERED,NORTH,False,False
293,469,2026-01-26 21:41:57,CANCELLED,EAST,False,False
294,79,2025-08-01 15:53:27,SHIPPED,SOUTH,False,False
295,210,2024-07-04 05:57:16,DELIVERED,CENTRAL,False,False
296,486,2026-04-19 12:18:07,DELIVERED,NORTH,False,False
297,,2025-05-25 21:49:04,CANCELLED,CENTRAL,False,True
298,422,2025-10-18 21:35:05,DELIVERED,CENTRAL,False,False
299,456,2024-12-20 23:36:39,CANCELLED,EAST,False,False
300,267,2025-12-28 17:31:23,RETURNED,NORTH,False,False
301,292,2025-02-12 10:27:53,DELIVERED,SOUTH,False,False
302,293,2025-02-26 09:52:12,CANCELLED,SOUTH,False,False
303,,2025-10-03 20:40:00,DELIVERED,WEST,False,True
304,189,2024-07-22 21:18:10,DELIVERED,EAST,False,False
305,460,2025-02-06 14:04:41,DELIVERED,NORTH,False,False
306,415,2025-01-10 20:18:14,RETURNED,EAST,False,False
307,560,2025-10-26 15:02:15,DELIVERED,EAST,False,False
308,297,2025-01-13 11:40:09,DELIVERED,WEST,False,False
309,116,2024-07-31 06:19:29,SHIPPED,CENTRAL,False,False
310,26,2025-05-07 07:47:42,DELIVERED,NORTH,False,False
311,200,2025-05-10 02:07:23,DELIVERED,EAST,False,False
312,86,2026-04-21 23:52:51,DELIVERED,NORTH,False,False
313,404,2025-10-05 14:52:11,DELIVERED,CENTRAL,False,False
314,370,2026-03-25 00:00:00,DELIVERED,EAST,False,False
315,354,2026-04-22 04:16:43,CANCELLED,NORTH,False,False
316,455,2026-03-06 15:03:19,CANCELLED,EAST,False,False
317,435,2026-03-04 10:15:49,SHIPPED,CENTRAL,False,False
318,148,2026-06-06 06:51:35,RETURNED,CENTRAL,False,False
319,68,2026-01-03 17:48:39,PLACED,WEST,False,False
320,280,2026-05-17 21:04:51,DELIVERED,SOUTH,False,False
321,391,2026-07-01 02:21:27,PLACED,EAST,False,False
322,312,2026-05-19 22:44:12,SHIPPED,NORTH,False,False
323,308,2026-06-03 01:36:42,SHIPPED,EAST,False,False
324,504,2025-06-14 04:57:04,PLACED,EAST,False,False
325,69,2025-12-12 23:22:19,DELIVERED,CENTRAL,False,False
326,265,2026-06-08 12:05:02,RETURNED,NORTH,False,False
327,,2025-07-07 04:14:51,SHIPPED,NORTH,False,True
328,473,2024-12-26 11:42:32,DELIVERED,NORTH,False,False
329,430,2025-12-04 00:03:27,PLACED,EAST,False,False
330,79,2025-03-10 15:57:42,DELIVERED,CENTRAL,False,False
331,557,2025-10-03 05:10:45,CANCELLED,EAST,False,False
332,372,2025-11-27 05:41:34,CANCELLED,NORTH,False,False
333,289,2026-06-22 06:20:45,DELIVERED,SOUTH,False,False
334,159,2025-03-18 16:41:12,DELIVERED,CENTRAL,False,False
335,539,2024-11-23 00:59:16,DELIVERED,NORTH,False,False
336,135,2026-06-13 21:44:07,DELIVERED,EAST,False,False
337,453,2025-11-12 00:00:00,SHIPPED,EAST,False,False
338,122,2025-01-06 03:32:26,DELIVERED,EAST,False,False
339,134,2026-03-20 21:52:51,DELIVERED,NORTH,False,False
340,496,2024-08-04 01:08:47,SHIPPED,NORTH,False,False
341,526,2026-05-28 00:00:00,SHIPPED,EAST,False,False
342,309,2024-10-26 21:54:53,DELIVERED,CENTRAL,False,False
343,205,2025-11-27 02:07:30,PLACED,SOUTH,False,False
344,285,2025-11-21 08:17:10,DELIVERED,CENTRAL,False,False
345,248,2024-09-13 03:47:22,PLACED,CENTRAL,False,False
346,542,2025-03-23 13:24:32,RETURNED,SOUTH,False,False
347,,2024-10-30 07:16:12,RETURNED,CENTRAL,False,True
348,487,2025-03-13 13:59:21,DELIVERED,NORTH,False,False
349,364,2026-03-19 19:17:24,SHIPPED,SOUTH,False,False
350,322,2024-11-17 08:53:04,DELIVERED,WEST,False,False
351,296,2024-08-01 01:59:49,PLACED,WEST,False,False
352,291,2025-09-26 16:27:38,DELIVERED,WEST,False,False
353,418,2026-03-25 19:34:02,SHIPPED,NORTH,False,False
354,488,2025-12-21 19:12:29,SHIPPED,WEST,False,False
355,406,2024-10-09 01:15:00,SHIPPED,WEST,False,False
356,105,2025-02-16 02:27:26,PLACED,SOUTH,False,False
357,414,2026-03-20 18:07:13,DELIVERED,EAST,False,False
358,596,2026-02-10 17:51:43,DELIVERED,CENTRAL,False,False
359,497,2025-01-13 22:30:16,DELIVERED,NORTH,False,False
360,502,2024-12-25 02:33:51,PLACED,NORTH,False,False
361,511,2025-03-04 05:10:16,DELIVERED,EAST,False,False
362,99,2026-07-03 14:04:49,DELIVERED,SOUTH,False,False
363,510,2025-07-10 11:35:18,DELIVERED,CENTRAL,False,False
364,33,2024-12-01 01:38:29,DELIVERED,EAST,False,False
365,454,2024-07-20 01:06:07,SHIPPED,EAST,False,False
366,169,2024-12-24 22:05:06,DELIVERED,WEST,False,False
367,113,2026-07-01 01:10:04,DELIVERED,CENTRAL,False,False
368,488,2025-01-27 19:41:41,DELIVERED,WEST,False,False
369,387,2025-11-28 23:59:11,DELIVERED,EAST,False,False
370,29,2024-12-15 03:34:12,CANCELLED,EAST,False,False
371,,2025-11-11 02:57:55,DELIVERED,WEST,False,True
372,366,2024-08-25 16:34:49,DELIVERED,SOUTH,False,False
373,320,2024-09-08 18:01:32,CANCELLED,NORTH,False,False
374,21,2024-07-27 01:32:19,DELIVERED,WEST,False,False
375,432,2026-05-29 15:40:53,DELIVERED,EAST,False,False
376,400,2024-10-28 19:28:37,CANCELLED,NORTH,False,False
377,211,2025-11-08 10:56:50,SHIPPED,EAST,False,False
378,447,2024-09-24 00:10:37,CANCELLED,CENTRAL,False,False
379,,2026-02-13 12:39:57,CANCELLED,CENTRAL,False,True
380,95,2024-10-24 03:55:30,DELIVERED,EAST,False,False
381,544,2025-04-20 19:38:33,DELIVERED,NORTH,False,False
382,310,2025-09-07 21:25:07,DELIVERED,CENTRAL,False,False
383,425,2026-05-04 01:35:13,DELIVERED,CENTRAL,False,False
384,20,2025-03-15 18:40:32,DELIVERED,SOUTH,False,False
385,479,2026-04-03 18:25:14,RETURNED,NORTH,False,False
386,374,2025-06-07 09:47:25,SHIPPED,EAST,False,False
387,421,2024-09-07 02:01:56,DELIVERED,WEST,False,False
388,294,2025-07-02 09:01:24,DELIVERED,SOUTH,False,False
389,117,2024-07-12 00:53:11,SHIPPED,EAST,False,False
390,574,2026-03-16 14:00:48,DELIVERED,NORTH,False,False
391,280,2025-07-05 09:43:57,DELIVERED,EAST,False,False
392,181,2024-08-03 14:32:12,RETURNED,WEST,False,False
393,57,2024-10-07 09:07:12,DELIVERED,EAST,False,False
394,417,2024-10-17 06:51:45,DELIVERED,SOUTH,False,False
395,585,2024-12-03 09:52:57,DELIVERED,CENTRAL,False,False
396,538,2024-10-17 04:43:07,SHIPPED,NORTH,False,False
397,321,2026-01-25 18:24:52,CANCELLED,SOUTH,False,False
398,224,2025-02-26 02:13:26,SHIPPED,EAST,False,False
399,261,2024-08-24 21:03:00,DELIVERED,EAST,False,False
400,116,2026-03-19 07:42:45,DELIVERED,SOUTH,False,False
401,149,2025-12-22 06:18:51,CANCELLED,NORTH,False,False
402,36,2024-08-22 22:19:57,DELIVERED,SOUTH,False,False
403,394,2025-12-14 16:13:06,RETURNED,NORTH,False,False
404,243,2026-01-23 11:14:57,PLACED,WEST,False,False
405,262,2025-05-30 18:36:07,DELIVERED,SOUTH,False,False
406,325,2026-02-20 03:32:41,DELIVERED,EAST,False,False
407,504,2026-03-02 12:18:49,RETURNED,EAST,False,False
408,103,2025-07-09 09:40:10,DELIVERED,EAST,False,False
409,561,2026-05-04 02:49:22,DELIVERED,NORTH,False,False
410,189,2024-12-27 09:53:09,PLACED,SOUTH,False,False
411,322,2024-11-18 03:58:29,SHIPPED,CENTRAL,False,False
412,134,2026-02-26 09:41:48,DELIVERED,EAST,False,False
413,137,2025-10-20 21:05:01,DELIVERED,SOUTH,False,False
414,377,2026-01-06 03:30:36,RETURNED,CENTRAL,False,False
415,24,2025-05-20 06:49:26,RETURNED,WEST,False,False
416,,2026-03-27 06:40:35,DELIVERED,SOUTH,False,True
417,377,2024-11-28 07:08:40,PLACED,CENTRAL,False,False
418,465,2026-07-06 15:12:40,SHIPPED,SOUTH,False,False
419,273,2026-07-06 15:55:27,DELIVERED,WEST,False,False
420,221,2025-08-12 13:47:00,DELIVERED,SOUTH,False,False
421,419,2024-07-13 16:44:22,DELIVERED,EAST,False,False
422,462,2025-12-25 05:05:37,DELIVERED,WEST,False,False
423,481,2025-10-14 03:29:00,RETURNED,WEST,False,False
424,393,2025-07-02 00:46:57,PLACED,CENTRAL,False,False
425,341,2026-05-31 13:37:59,RETURNED,CENTRAL,False,False
